Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,Engine size_win,Year of manufacture_win,Mileage_win,Price_win
BMW,Z4,2.0,Petrol,1997,133583,4745,2.0,1997,133583.0,4745.0
Porsche,911,3.0,Petrol,2000,167163,11506,2.9000000000000004,2000,167163.0,11506.0
BMW,Z4,2.2,Petrol,2007,77243,14711,2.2,2007,77243.0,14711.0
Toyota,Prius,1.4,Hybrid,1990,45656,5234,1.4,1990,45656.0,5234.0
VW,Polo,2.0,Petrol,2006,102906,7012,2.0,2006,102906.0,7012.0
BMW,M5,5.0,Petrol,2001,138249,17020,2.9000000000000004,2001,138249.0,17020.0
VW,Polo,1.4,Petrol,2008,95607,7070,1.4,2008,95607.0,7070.0
VW,Polo,1.0,Petrol,1994,199370,1014,1.0,1994,199370.0,1014.0
Ford,Fiesta,1.4,Hybrid,1987,315655,299,1.4,1987,314974.125,299.0
Toyota,Prius,1.4,Hybrid,2010,54846,18753,1.4,2010,54846.0,18753.0
Ford,Mondeo,1.4,Diesel,2006,106185,8417,1.4,2006,106185.0,8417.0
Ford,Fiesta,1.4,Petrol,2021,10176,28012,1.4,2021,10176.0,28012.0
Ford,Fiesta,1.2,Petrol,1993,252470,626,1.2,1993,252470.0,626.0
VW,Golf,1.4,Petrol,1988,157063,1371,1.4,1988,157063.0,1371.0
Toyota,Prius,1.8,Hybrid,1994,136991,4049,1.8,1994,136991.0,4049.0
Ford,Mondeo,1.6,Diesel,2000,158171,4003,1.6,2000,158171.0,4003.0
Porsche,911,3.5,Petrol,1990,213100,4280,2.9000000000000004,1990,213100.0,4280.0
Ford,Fiesta,1.0,Diesel,2021,11525,24682,1.0,2021,11525.0,24682.0
Ford,Mondeo,1.8,Diesel,1989,165035,1926,1.8,1989,165035.0,1926.0
VW,Golf,1.4,Petrol,1998,103269,4073,1.4,1998,103269.0,4073.0
Toyota,RAV4,1.8,Hybrid,2013,78912,26037,1.8,2013,78912.0,26037.0
Ford,Mondeo,1.6,Diesel,2011,89146,14212,1.6,2011,89146.0,14212.0
Ford,Fiesta,1.4,Petrol,1996,151736,2005,1.4,1996,151736.0,2005.0
Toyota,Yaris,1.4,Petrol,2016,35886,20138,1.4,2016,35886.0,20138.0
Ford,Focus,1.6,Petrol,2009,51203,15405,1.6,2009,51203.0,15405.0
VW,Golf,2.0,Hybrid,2014,44816,25203,2.0,2014,44816.0,25203.0
Ford,Fiesta,1.0,Petrol,2000,60915,4333,1.0,2000,60915.0,4333.0
VW,Passat,1.6,Diesel,1994,163991,2701,1.6,1994,163991.0,2701.0
Toyota,Yaris,1.4,Petrol,2014,50563,16123,1.4,2014,50563.0,16123.0
Toyota,RAV4,1.8,Hybrid,2020,15405,61355,1.8,2020,15405.0,42975.125
VW,Polo,1.6,Petrol,2009,78631,9106,1.6,2009,78631.0,9106.0
VW,Passat,1.4,Diesel,2012,73794,16699,1.4,2012,73794.0,16699.0
VW,Golf,1.8,Hybrid,2021,8465,46840,1.8,2021,8465.0,42975.125
Toyota,RAV4,2.2,Hybrid,2007,129238,13309,2.2,2007,129238.0,13309.0
Ford,Fiesta,1.0,Petrol,2007,121479,4489,1.0,2007,121479.0,4489.0
Toyota,RAV4,1.8,Hybrid,2017,49434,41233,1.8,2017,49434.0,41233.0
VW,Passat,2.0,Diesel,2005,131876,8166,2.0,2005,131876.0,8166.0
Toyota,RAV4,1.8,Hybrid,2002,169375,6217,1.8,2002,169375.0,6217.0
Toyota,Prius,1.8,Hybrid,2004,128285,8448,1.8,2004,128285.0,8448.0
Ford,Mondeo,2.0,Diesel,2008,123366,10090,2.0,2008,123366.0,10090.0
Ford,Focus,1.4,Petrol,2010,67078,13907,1.4,2010,67078.0,13907.0
BMW,Z4,2.2,Petrol,2013,69035,23197,2.2,2013,69035.0,23197.0
Toyota,Prius,1.0,Hybrid,2014,96542,15583,1.0,2014,96542.0,15583.0
VW,Passat,1.4,Diesel,1985,203738,984,1.4,1985,203738.0,984.0
VW,Golf,1.8,Diesel,1987,222291,866,1.8,1987,222291.0,866.0
Toyota,Prius,1.8,Hybrid,2003,130120,7790,1.8,2003,130120.0,7790.0
Toyota,Prius,1.8,Hybrid,1997,161942,4034,1.8,1997,161942.0,4034.0
VW,Golf,2.0,Petrol,1994,223420,1373,2.0,1994,223420.0,1373.0
VW,Polo,1.6,Diesel,2015,28505,19563,1.6,2015,28505.0,19563.0
Ford,Focus,1.6,Petrol,1999,149109,3878,1.6,1999,149109.0,3878.0
Ford,Fiesta,1.0,Petrol,1995,177701,1275,1.0,1995,177701.0,1275.0
Ford,Focus,1.0,Petrol,1988,151090,1449,1.0,1988,151090.0,1449.0
VW,Passat,2.0,Diesel,1998,100498,6502,2.0,1998,100498.0,6502.0
Toyota,Prius,1.4,Hybrid,2010,100669,13704,1.4,2010,100669.0,13704.0
VW,Passat,2.0,Petrol,1987,208575,1226,2.0,1987,208575.0,1226.0
Ford,Fiesta,1.2,Petrol,1990,242551,562,1.2,1990,242551.0,562.0
VW,Golf,2.0,Diesel,2018,45055,28751,2.0,2018,45055.0,28751.0
Porsche,718 Cayman,2.4,Petrol,1995,260088,1825,2.4,1995,260088.0,1825.0
Toyota,Yaris,1.2,Hybrid,2003,161441,3795,1.2,2003,161441.0,3795.0
Toyota,Yaris,1.2,Petrol,2007,90568,7163,1.2,2007,90568.0,7163.0
VW,Golf,1.6,Petrol,2004,148714,4561,1.6,2004,148714.0,4561.0
Toyota,Yaris,1.2,Hybrid,1995,192969,1700,1.2,1995,192969.0,1700.0
VW,Golf,1.8,Diesel,2000,151849,3792,1.8,2000,151849.0,3792.0
Toyota,Prius,1.4,Hybrid,2012,20680,26241,1.4,2012,20680.0,26241.0
VW,Golf,1.6,Petrol,1995,268376,868,1.6,1995,268376.0,868.0
Porsche,Cayenne,3.5,Petrol,2022,3505,112291,2.9000000000000004,2022,3505.0,42975.125
Toyota,Prius,1.8,Hybrid,2000,128838,6443,1.8,2000,128838.0,6443.0
Toyota,Prius,1.4,Hybrid,2007,78454,13137,1.4,2007,78454.0,13137.0
Toyota,RAV4,2.4,Petrol,2018,30726,47440,2.4,2018,30726.0,42975.125
VW,Passat,2.0,Diesel,1991,103782,3980,2.0,1991,103782.0,3980.0
VW,Passat,2.0,Diesel,2017,23174,38093,2.0,2017,23174.0,38093.0
Toyota,RAV4,2.0,Hybrid,2002,186564,5657,2.0,2002,186564.0,5657.0
Toyota,RAV4,2.2,Petrol,2002,132895,7721,2.2,2002,132895.0,7721.0
BMW,X3,3.0,Diesel,2009,79463,21314,2.9000000000000004,2009,79463.0,21314.0
Ford,Mondeo,1.6,Diesel,2018,22330,34635,1.6,2018,22330.0,34635.0
Ford,Fiesta,1.4,Petrol,2019,25915,22500,1.4,2019,25915.0,22500.0
VW,Passat,2.0,Diesel,2008,64120,16305,2.0,2008,64120.0,16305.0
Toyota,RAV4,2.2,Hybrid,2018,19397,58089,2.2,2018,19397.0,42975.125
Toyota,Yaris,1.0,Hybrid,2011,47543,13641,1.0,2011,47543.0,13641.0
Toyota,RAV4,2.4,Hybrid,2018,32340,56399,2.4,2018,32340.0,42975.125
VW,Golf,1.6,Petrol,2018,17602,28699,1.6,2018,17602.0,28699.0
VW,Passat,1.8,Diesel,2003,147410,5986,1.8,2003,147410.0,5986.0
BMW,M5,4.0,Petrol,2005,118628,23176,2.9000000000000004,2005,118628.0,23176.0
Ford,Fiesta,1.2,Petrol,2005,156023,3265,1.2,2005,156023.0,3265.0
VW,Golf,1.4,Hybrid,1996,241975,1330,1.4,1996,241975.0,1330.0
Ford,Fiesta,1.2,Petrol,2011,51999,10460,1.2,2011,51999.0,10460.0
Toyota,Prius,1.0,Hybrid,1994,118376,3490,1.0,1994,118376.0,3490.0
VW,Passat,2.0,Petrol,2004,102395,9111,2.0,2004,102395.0,9111.0
VW,Polo,1.4,Petrol,2011,45360,12083,1.4,2011,45360.0,12083.0
VW,Passat,1.4,Diesel,1998,128355,4404,1.4,1998,128355.0,4404.0
Ford,Focus,1.4,Petrol,2010,53633,15170,1.4,2010,53633.0,15170.0
Ford,Fiesta,1.0,Petrol,1998,139753,2133,1.0,1998,139753.0,2133.0
VW,Polo,1.6,Petrol,2004,84946,6245,1.6,2004,84946.0,6245.0
Ford,Fiesta,1.0,Petrol,1996,193406,1190,1.0,1996,193406.0,1190.0
Ford,Fiesta,1.0,Petrol,1990,147840,1172,1.0,1990,147840.0,1172.0
VW,Golf,1.8,Diesel,2002,144908,4585,1.8,2002,144908.0,4585.0
Toyota,Yaris,1.0,Petrol,1998,135999,2546,1.0,1998,135999.0,2546.0
Ford,Fiesta,1.4,Hybrid,1994,169168,1821,1.4,1994,169168.0,1821.0
VW,Golf,1.6,Petrol,1994,194159,1593,1.6,1994,194159.0,1593.0
VW,Golf,1.2,Petrol,2014,46835,16069,1.2,2014,46835.0,16069.0
BMW,X3,3.0,Diesel,2003,40661,18353,2.9000000000000004,2003,40661.0,18353.0
VW,Golf,2.0,Petrol,2012,70469,15598,2.0,2012,70469.0,15598.0
VW,Golf,2.0,Petrol,1992,306562,553,2.0,1992,306562.0,553.0
VW,Golf,2.0,Hybrid,1996,162576,3201,2.0,1996,162576.0,3201.0
Toyota,RAV4,2.2,Petrol,2002,138967,7357,2.2,2002,138967.0,7357.0
VW,Golf,1.2,Diesel,2002,129996,4217,1.2,2002,129996.0,4217.0
Toyota,Prius,1.4,Hybrid,2007,114846,10094,1.4,2007,114846.0,10094.0
Ford,Fiesta,1.2,Petrol,2002,41314,6130,1.2,2002,41314.0,6130.0
Ford,Fiesta,1.2,Petrol,1990,128915,1494,1.2,1990,128915.0,1494.0
VW,Golf,1.2,Diesel,2018,19377,25845,1.2,2018,19377.0,25845.0
VW,Passat,1.4,Diesel,2012,29556,22027,1.4,2012,29556.0,22027.0
BMW,Z4,2.4,Petrol,2008,142804,10054,2.4,2008,142804.0,10054.0
Ford,Fiesta,1.2,Petrol,1991,224084,711,1.2,1991,224084.0,711.0
BMW,Z4,2.4,Petrol,2004,121993,9076,2.4,2004,121993.0,9076.0
Toyota,Prius,1.4,Hybrid,1991,235176,1254,1.4,1991,235176.0,1254.0
Ford,Focus,1.4,Petrol,2014,70208,17783,1.4,2014,70208.0,17783.0
Toyota,Prius,1.0,Hybrid,2003,127084,5946,1.0,2003,127084.0,5946.0
Toyota,Yaris,1.0,Hybrid,1996,178921,1874,1.0,1996,178921.0,1874.0
Toyota,Yaris,1.0,Petrol,2015,50769,14547,1.0,2015,50769.0,14547.0
Porsche,Cayenne,4.0,Petrol,1991,212908,3288,2.9000000000000004,1991,212908.0,3288.0
VW,Golf,1.6,Petrol,2011,54604,14472,1.6,2011,54604.0,14472.0
Porsche,718 Cayman,2.0,Petrol,1997,171731,4195,2.0,1997,171731.0,4195.0
VW,Polo,1.6,Diesel,2011,92136,9938,1.6,2011,92136.0,9938.0
Ford,Fiesta,1.0,Petrol,2020,14654,21627,1.0,2020,14654.0,21627.0
VW,Golf,1.8,Diesel,1985,306168,347,1.8,1985,306168.0,347.0
VW,Golf,2.0,Diesel,1996,176433,2492,2.0,1996,176433.0,2492.0
Ford,Focus,1.8,Petrol,2014,37337,24812,1.8,2014,37337.0,24812.0
VW,Passat,1.8,Diesel,1998,189234,3015,1.8,1998,189234.0,3015.0
Toyota,Prius,1.8,Hybrid,1990,242308,1246,1.8,1990,242308.0,1246.0
Toyota,Prius,1.0,Hybrid,2004,166512,4614,1.0,2004,166512.0,4614.0
Ford,Mondeo,1.6,Diesel,2009,63347,14830,1.6,2009,63347.0,14830.0
VW,Passat,1.4,Diesel,1996,156225,3079,1.4,1996,156225.0,3079.0
VW,Golf,1.2,Petrol,2013,53935,14381,1.2,2013,53935.0,14381.0
Toyota,Yaris,1.0,Petrol,2007,104903,5892,1.0,2007,104903.0,5892.0
Toyota,RAV4,2.2,Hybrid,2018,33937,53498,2.2,2018,33937.0,42975.125
Ford,Mondeo,2.0,Diesel,1996,218430,2033,2.0,1996,218430.0,2033.0
VW,Golf,1.8,Petrol,1998,108954,4428,1.8,1998,108954.0,4428.0
Toyota,Yaris,1.4,Petrol,1989,123169,1828,1.4,1989,123169.0,1828.0
Toyota,Prius,1.8,Hybrid,2014,56069,27548,1.8,2014,56069.0,27548.0
Ford,Mondeo,1.8,Diesel,1999,197593,2835,1.8,1999,197593.0,2835.0
Porsche,Cayenne,2.6,Petrol,1991,133427,5199,2.6,1991,133427.0,5199.0
BMW,Z4,3.0,Petrol,2002,101841,10337,2.9000000000000004,2002,101841.0,10337.0
Toyota,RAV4,2.0,Petrol,1991,236435,1451,2.0,1991,236435.0,1451.0
Toyota,RAV4,2.4,Hybrid,1986,161041,2649,2.4,1986,161041.0,2649.0
Toyota,Prius,1.0,Hybrid,2014,32435,23710,1.0,2014,32435.0,23710.0
Toyota,Prius,1.8,Hybrid,2004,145408,7370,1.8,2004,145408.0,7370.0
VW,Passat,1.8,Diesel,1997,198562,2599,1.8,1997,198562.0,2599.0
VW,Passat,1.8,Diesel,1994,221112,1741,1.8,1994,221112.0,1741.0
Toyota,Yaris,1.2,Petrol,2019,25788,24137,1.2,2019,25788.0,24137.0
BMW,X3,2.4,Diesel,1989,128266,3506,2.4,1989,128266.0,3506.0
VW,Polo,1.2,Petrol,1990,257040,504,1.2,1990,257040.0,504.0
Toyota,RAV4,2.4,Hybrid,1992,147549,4417,2.4,1992,147549.0,4417.0
BMW,X3,2.0,Diesel,2006,97389,12551,2.0,2006,97389.0,12551.0
VW,Passat,2.0,Diesel,2008,96367,13051,2.0,2008,96367.0,13051.0
Ford,Mondeo,1.4,Diesel,1991,132747,2525,1.4,1991,132747.0,2525.0
VW,Golf,1.2,Petrol,2000,153638,2906,1.2,2000,153638.0,2906.0
VW,Passat,2.0,Diesel,2019,27140,42566,2.0,2019,27140.0,42566.0
Toyota,Prius,1.4,Hybrid,1992,135576,3160,1.4,1992,135576.0,3160.0
Ford,Mondeo,1.8,Diesel,2013,49390,22447,1.8,2013,49390.0,22447.0
VW,Golf,2.0,Diesel,2004,123933,6522,2.0,2004,123933.0,6522.0
VW,Passat,1.8,Diesel,2003,87472,9454,1.8,2003,87472.0,9454.0
Ford,Focus,2.0,Petrol,2003,114548,7435,2.0,2003,114548.0,7435.0
VW,Golf,1.2,Diesel,2004,96889,6189,1.2,2004,96889.0,6189.0
Ford,Fiesta,1.0,Petrol,2007,58259,7029,1.0,2007,58259.0,7029.0
VW,Polo,1.0,Petrol,2009,98281,6264,1.0,2009,98281.0,6264.0
BMW,X3,2.4,Diesel,2002,74477,12369,2.4,2002,74477.0,12369.0
Ford,Fiesta,1.2,Petrol,2004,139821,3485,1.2,2004,139821.0,3485.0
Ford,Focus,1.0,Petrol,2015,61825,16978,1.0,2015,61825.0,16978.0
Ford,Focus,1.0,Petrol,2007,128465,6165,1.0,2007,128465.0,6165.0
Porsche,718 Cayman,2.0,Petrol,1995,165714,3863,2.0,1995,165714.0,3863.0
Toyota,Prius,1.8,Hybrid,2018,25276,43267,1.8,2018,25276.0,42975.125
VW,Passat,1.8,Diesel,2018,49672,33040,1.8,2018,49672.0,33040.0
VW,Golf,2.0,Hybrid,2008,61382,15221,2.0,2008,61382.0,15221.0
Toyota,Yaris,1.4,Petrol,2005,47387,9024,1.4,2005,47387.0,9024.0
VW,Golf,1.4,Petrol,2008,90321,8714,1.4,2008,90321.0,8714.0
Toyota,Yaris,1.4,Hybrid,2004,120382,6094,1.4,2004,120382.0,6094.0
Ford,Focus,1.4,Petrol,1986,240730,685,1.4,1986,240730.0,685.0
Ford,Fiesta,1.4,Petrol,2012,36824,13247,1.4,2012,36824.0,13247.0
Ford,Focus,1.6,Diesel,2018,39384,31681,1.6,2018,39384.0,31681.0
Toyota,Prius,1.4,Hybrid,2009,40215,19200,1.4,2009,40215.0,19200.0
Toyota,Prius,1.0,Hybrid,1995,120232,3678,1.0,1995,120232.0,3678.0
Ford,Mondeo,1.8,Diesel,1998,142538,4223,1.8,1998,142538.0,4223.0
VW,Passat,2.0,Diesel,2003,73770,10956,2.0,2003,73770.0,10956.0
Porsche,Cayenne,3.0,Diesel,2012,30352,48452,2.9000000000000004,2012,30352.0,42975.125
VW,Polo,1.0,Petrol,2011,43308,10340,1.0,2011,43308.0,10340.0
Ford,Fiesta,1.4,Petrol,2003,169339,2761,1.4,2003,169339.0,2761.0
VW,Passat,1.8,Petrol,2002,91262,8200,1.8,2002,91262.0,8200.0
Ford,Focus,1.8,Petrol,2014,30225,25864,1.8,2014,30225.0,25864.0
BMW,M5,4.0,Petrol,2021,14509,133519,2.9000000000000004,2021,14509.0,42975.125
Toyota,Prius,1.0,Hybrid,1987,331960,326,1.0,1987,314974.125,326.0
VW,Passat,2.0,Diesel,2008,139643,9376,2.0,2008,139643.0,9376.0
Ford,Fiesta,1.4,Petrol,2006,71233,7145,1.4,2006,71233.0,7145.0
Porsche,Cayenne,2.6,Petrol,2003,130878,11807,2.6,2003,130878.0,11807.0
Toyota,Prius,1.8,Hybrid,2010,114554,14011,1.8,2010,114554.0,14011.0
VW,Passat,1.6,Diesel,1996,126177,4191,1.6,1996,126177.0,4191.0
BMW,M5,5.0,Petrol,1990,189323,5333,2.9000000000000004,1990,189323.0,5333.0
Ford,Focus,2.0,Diesel,2016,37463,31356,2.0,2016,37463.0,31356.0
VW,Polo,2.0,Petrol,2005,98319,6784,2.0,2005,98319.0,6784.0
BMW,Z4,2.4,Petrol,2001,188527,4296,2.4,2001,188527.0,4296.0
Porsche,718 Cayman,2.0,Petrol,2011,83921,21147,2.0,2011,83921.0,21147.0
Ford,Fiesta,1.4,Petrol,1990,337956,246,1.4,1990,314974.125,246.0
VW,Passat,1.8,Diesel,1988,162847,1938,1.8,1988,162847.0,1938.0
Porsche,Cayenne,4.0,Petrol,2014,55231,52373,2.9000000000000004,2014,55231.0,42975.125
Ford,Fiesta,1.2,Petrol,1996,180127,1462,1.2,1996,180127.0,1462.0
Toyota,Yaris,1.0,Petrol,1995,105380,2638,1.0,1995,105380.0,2638.0
VW,Polo,2.0,Petrol,2011,81311,11420,2.0,2011,81311.0,11420.0
VW,Passat,1.8,Petrol,1998,188048,2901,1.8,1998,188048.0,2901.0
Porsche,Cayenne,3.5,Petrol,1991,240049,2406,2.9000000000000004,1991,240049.0,2406.0
VW,Passat,1.8,Petrol,2016,29471,31072,1.8,2016,29471.0,31072.0
Ford,Focus,1.0,Petrol,2003,129749,4675,1.0,2003,129749.0,4675.0
VW,Passat,1.8,Petrol,2003,128362,6637,1.8,2003,128362.0,6637.0
Toyota,RAV4,2.0,Hybrid,2008,61923,22033,2.0,2008,61923.0,22033.0
BMW,Z4,2.0,Petrol,2009,95000,14147,2.0,2009,95000.0,14147.0
Toyota,Prius,1.8,Hybrid,2009,79861,16856,1.8,2009,79861.0,16856.0
VW,Polo,1.4,Petrol,1995,177597,1549,1.4,1995,177597.0,1549.0
VW,Passat,1.6,Diesel,1987,195356,1294,1.6,1987,195356.0,1294.0
BMW,M5,4.4,Petrol,1995,89082,15521,2.9000000000000004,1995,89082.0,15521.0
BMW,Z4,2.2,Petrol,2016,48020,32427,2.2,2016,48020.0,32427.0
BMW,M5,4.0,Petrol,2013,76773,53532,2.9000000000000004,2013,76773.0,42975.125
Ford,Mondeo,1.8,Diesel,2003,101375,8096,1.8,2003,101375.0,8096.0
Toyota,Prius,1.8,Hybrid,1991,179718,2326,1.8,1991,179718.0,2326.0
VW,Passat,2.0,Petrol,2012,41722,23342,2.0,2012,41722.0,23342.0
Ford,Focus,1.4,Petrol,1995,119798,3505,1.4,1995,119798.0,3505.0
Toyota,RAV4,2.0,Hybrid,2012,60833,28970,2.0,2012,60833.0,28970.0
Ford,Fiesta,1.0,Petrol,2008,99143,5674,1.0,2008,99143.0,5674.0
Ford,Focus,1.6,Petrol,2012,76769,15916,1.6,2012,76769.0,15916.0
Toyota,RAV4,2.2,Hybrid,2015,109018,26491,2.2,2015,109018.0,26491.0
VW,Golf,1.6,Petrol,2009,79680,10729,1.6,2009,79680.0,10729.0
Toyota,Yaris,1.4,Hybrid,2017,33468,26200,1.4,2017,33468.0,26200.0
Toyota,Prius,1.0,Hybrid,1988,142240,1939,1.0,1988,142240.0,1939.0
Toyota,RAV4,2.4,Petrol,2005,148118,8717,2.4,2005,148118.0,8717.0
VW,Golf,1.2,Petrol,2003,63062,6963,1.2,2003,63062.0,6963.0
VW,Passat,2.0,Petrol,2011,99709,14818,2.0,2011,99709.0,14818.0
VW,Golf,1.6,Petrol,2003,120452,5339,1.6,2003,120452.0,5339.0
Ford,Mondeo,1.6,Diesel,2001,147556,4669,1.6,2001,147556.0,4669.0
VW,Polo,1.2,Petrol,2019,25595,21418,1.2,2019,25595.0,21418.0
Ford,Fiesta,1.4,Petrol,2009,79657,8241,1.4,2009,79657.0,8241.0
VW,Polo,1.0,Petrol,1998,107471,2812,1.0,1998,107471.0,2812.0
VW,Polo,1.0,Petrol,2017,42155,15534,1.0,2017,42155.0,15534.0
VW,Golf,1.6,Diesel,1996,145766,2877,1.6,1996,145766.0,2877.0
Toyota,RAV4,2.0,Hybrid,1993,245243,1835,2.0,1993,245243.0,1835.0
Toyota,RAV4,2.0,Hybrid,2003,103037,11865,2.0,2003,103037.0,11865.0
Ford,Fiesta,1.2,Petrol,1998,121370,2701,1.2,1998,121370.0,2701.0
Toyota,Prius,1.8,Hybrid,1985,215079,1143,1.8,1985,215079.0,1143.0
VW,Golf,1.8,Diesel,1996,197570,1968,1.8,1996,197570.0,1968.0
VW,Golf,1.6,Petrol,1997,109707,3883,1.6,1997,109707.0,3883.0
VW,Golf,1.6,Diesel,1999,212048,1994,1.6,1999,212048.0,1994.0
Ford,Fiesta,1.0,Petrol,2014,67054,10585,1.0,2014,67054.0,10585.0
BMW,M5,4.4,Petrol,2001,136325,16213,2.9000000000000004,2001,136325.0,16213.0
Ford,Focus,1.0,Diesel,1991,198732,1238,1.0,1991,198732.0,1238.0
Toyota,Yaris,1.0,Petrol,1992,196271,1029,1.0,1992,196271.0,1029.0
VW,Polo,1.6,Petrol,2016,60574,16381,1.6,2016,60574.0,16381.0
Ford,Fiesta,1.4,Petrol,1993,169753,1412,1.4,1993,169753.0,1412.0
VW,Golf,2.0,Petrol,2013,53843,18577,2.0,2013,53843.0,18577.0
Ford,Fiesta,1.4,Hybrid,2016,31631,21395,1.4,2016,31631.0,21395.0
VW,Golf,1.2,Petrol,2012,89228,10616,1.2,2012,89228.0,10616.0
VW,Polo,1.6,Petrol,2009,13778,13548,1.6,2009,13778.0,13548.0
Toyota,Prius,1.8,Hybrid,2016,40434,34672,1.8,2016,40434.0,34672.0
VW,Golf,1.4,Petrol,1990,209679,995,1.4,1990,209679.0,995.0
Ford,Mondeo,1.6,Diesel,2004,128733,6629,1.6,2004,128733.0,6629.0
VW,Passat,1.6,Diesel,1987,174463,1550,1.6,1987,174463.0,1550.0
VW,Polo,2.0,Petrol,1989,31117,3626,2.0,1989,31117.0,3626.0
Ford,Mondeo,1.4,Diesel,2005,90648,8817,1.4,2005,90648.0,8817.0
VW,Golf,1.2,Petrol,2017,19820,22971,1.2,2017,19820.0,22971.0
Toyota,Yaris,1.0,Petrol,2013,102208,8966,1.0,2013,102208.0,8966.0
VW,Golf,1.6,Petrol,2017,42713,23240,1.6,2017,42713.0,23240.0
Ford,Focus,1.4,Diesel,2016,50438,24243,1.4,2016,50438.0,24243.0
VW,Passat,1.6,Diesel,2012,64123,19040,1.6,2012,64123.0,19040.0
Ford,Focus,1.6,Petrol,2009,109579,10299,1.6,2009,109579.0,10299.0
VW,Polo,2.0,Petrol,2012,47218,15262,2.0,2012,47218.0,15262.0
Ford,Mondeo,1.8,Diesel,1989,181821,1670,1.8,1989,181821.0,1670.0
Ford,Mondeo,1.8,Diesel,2017,40156,31005,1.8,2017,40156.0,31005.0
VW,Golf,1.4,Hybrid,1986,232749,743,1.4,1986,232749.0,743.0
Toyota,RAV4,2.2,Hybrid,2017,37001,49155,2.2,2017,37001.0,42975.125
Toyota,Yaris,1.4,Hybrid,2009,93970,10353,1.4,2009,93970.0,10353.0
Toyota,Yaris,1.0,Petrol,2001,124044,3416,1.0,2001,124044.0,3416.0
Toyota,RAV4,2.2,Petrol,2010,106811,16081,2.2,2010,106811.0,16081.0
VW,Golf,1.8,Petrol,1994,185678,1820,1.8,1994,185678.0,1820.0
BMW,X3,3.0,Diesel,2019,20048,60042,2.9000000000000004,2019,20048.0,42975.125
Toyota,RAV4,2.0,Hybrid,2016,45421,41679,2.0,2016,45421.0,41679.0
Toyota,Yaris,1.2,Petrol,2019,19336,25019,1.2,2019,19336.0,25019.0
Ford,Focus,1.6,Hybrid,1996,135006,4269,1.6,1996,135006.0,4269.0
Toyota,Yaris,1.0,Petrol,2014,32282,15212,1.0,2014,32282.0,15212.0
VW,Golf,2.0,Petrol,2017,8200,31557,2.0,2017,8200.0,31557.0
VW,Golf,1.8,Petrol,1992,116631,2800,1.8,1992,116631.0,2800.0
Ford,Mondeo,1.8,Diesel,2003,63090,10561,1.8,2003,63090.0,10561.0
Ford,Focus,1.4,Petrol,2006,105588,8126,1.4,2006,105588.0,8126.0
Ford,Mondeo,2.0,Petrol,2003,108649,7701,2.0,2003,108649.0,7701.0
Ford,Mondeo,1.4,Diesel,1996,133565,3502,1.4,1996,133565.0,3502.0
VW,Golf,1.2,Petrol,2017,36680,20865,1.2,2017,36680.0,20865.0
VW,Passat,1.8,Diesel,2012,47157,22494,1.8,2012,47157.0,22494.0
VW,Golf,1.6,Petrol,1996,173284,2180,1.6,1996,173284.0,2180.0
VW,Passat,1.4,Diesel,1994,100748,4159,1.4,1994,100748.0,4159.0
VW,Passat,2.0,Diesel,2008,103611,12378,2.0,2008,103611.0,12378.0
Ford,Fiesta,1.0,Petrol,1988,185541,747,1.0,1988,185541.0,747.0
Toyota,RAV4,2.2,Hybrid,1996,161734,4912,2.2,1996,161734.0,4912.0
Ford,Focus,2.0,Diesel,2011,83603,16674,2.0,2011,83603.0,16674.0
VW,Polo,2.0,Diesel,2002,153472,3798,2.0,2002,153472.0,3798.0
Ford,Focus,1.6,Petrol,1990,244357,925,1.6,1990,244357.0,925.0
Ford,Fiesta,1.4,Petrol,2010,116936,6718,1.4,2010,116936.0,6718.0
Toyota,Prius,1.0,Hybrid,2007,165012,5708,1.0,2007,165012.0,5708.0
VW,Polo,2.0,Petrol,2015,56235,17618,2.0,2015,56235.0,17618.0
VW,Polo,1.0,Petrol,2014,42731,12674,1.0,2014,42731.0,12674.0
BMW,Z4,3.0,Petrol,2011,94494,19870,2.9000000000000004,2011,94494.0,19870.0
Toyota,RAV4,2.4,Hybrid,2010,74377,25389,2.4,2010,74377.0,25389.0
VW,Golf,1.8,Diesel,2008,103569,9425,1.8,2008,103569.0,9425.0
Porsche,Cayenne,3.0,Diesel,2001,170518,8427,2.9000000000000004,2001,170518.0,8427.0
VW,Polo,1.4,Petrol,1993,163186,1532,1.4,1993,163186.0,1532.0
VW,Passat,2.0,Diesel,1988,124736,2780,2.0,1988,124736.0,2780.0
BMW,Z4,2.2,Petrol,2000,142832,5645,2.2,2000,142832.0,5645.0
VW,Polo,1.0,Petrol,2015,61974,12006,1.0,2015,61974.0,12006.0
VW,Polo,1.0,Petrol,2003,125090,3431,1.0,2003,125090.0,3431.0
VW,Golf,1.2,Petrol,2008,37778,11377,1.2,2008,37778.0,11377.0
VW,Polo,1.2,Petrol,2007,75292,7061,1.2,2007,75292.0,7061.0
Ford,Focus,1.4,Petrol,2005,104601,7657,1.4,2005,104601.0,7657.0
Porsche,911,2.6,Petrol,1996,194463,6489,2.6,1996,194463.0,6489.0
BMW,X3,3.0,Diesel,2013,76432,28412,2.9000000000000004,2013,76432.0,28412.0
